strategy;nFotogramas;width;height;ns;nProcs;total_time;frame_0_time;frame_1_time;frame_2_time;frame_3_time;frame_4_time
blocks;5;256;512;2;2;0,60818;0,60818;0,607989;;;
blocks;5;256;512;5;2;1,51651;1,51651;1,51451;;;
blocks;5;256;512;10;2;3,01684;3,0167;3,01684;;;
blocks;5;256;1024;1;2;0,612237;0,612237;0,609577;;;
blocks;5;256;1024;2;2;1,18658;1,18658;1,18222;;;
blocks;5;256;1024;5;2;3,009;3,00366;3,009;;;
blocks;5;256;1024;10;2;6,01481;5,99501;6,01481;;;
blocks;5;512;32;1;2;0,024069;0,024069;0,0239953;;;
blocks;5;512;32;2;2;0,0475385;0,0475385;0,0474814;;;
blocks;5;512;32;5;2;0,11753;0,117251;0,11753;;;
blocks;5;512;32;10;2;0,233508;0,232906;0,233508;;;
blocks;5;512;64;1;2;0,0511165;0,0511165;0,0510951;;;
blocks;5;512;64;2;2;0,109265;0,103433;0,109265;;;
blocks;5;512;64;5;2;0,255188;0,25455;0,255188;;;
blocks;5;512;64;10;2;0,507729;0,497964;0,507729;;;
blocks;5;512;256;1;2;0,231699;0,231458;0,231699;;;
blocks;5;512;256;2;2;0,4665;0,4665;0,464824;;;
blocks;5;512;256;5;2;1,19547;1,19547;1,18957;;;
blocks;5;512;256;10;2;2,40644;2,4064;2,40644;;;
blocks;5;512;512;1;2;0,568608;0,563171;0,568608;;;
blocks;5;512;512;2;2;1,11713;1,11713;1,11581;;;
blocks;5;512;512;5;2;2,79022;2,7707;2,79022;;;
blocks;5;512;512;10;2;5,48304;5,48278;5,48304;;;
blocks;5;512;1024;1;2;1,21585;1,21585;1,19893;;;
blocks;5;512;1024;2;2;2,40567;2,38713;2,40567;;;
blocks;5;512;1024;5;2;5,87474;5,87266;5,87474;;;
blocks;5;512;1024;10;2;11,9053;11,9053;11,8749;;;
blocks;5;1024;32;1;2;0,0401254;0,0401075;0,0401254;;;
blocks;5;1024;32;2;2;0,077651;0,077651;0,0774211;;;
blocks;5;1024;32;5;2;0,199202;0,198743;0,199202;;;
blocks;5;1024;32;10;2;0,393046;0,393046;0,390996;;;
blocks;5;1024;64;1;2;0,0944933;0,0944933;0,0941451;;;
blocks;5;1024;64;2;2;0,181596;0,181489;0,181596;;;
blocks;5;1024;64;5;2;0,472958;0,472958;0,468187;;;
blocks;5;1024;64;10;2;0,938802;0,938326;0,938802;;;
blocks;5;1024;256;1;2;0,436702;0,436702;0,435565;;;
blocks;5;1024;256;2;2;0,849136;0,849136;0,844283;;;
blocks;5;1024;256;5;2;2,10048;2,08991;2,10048;;;
blocks;5;1024;256;10;2;4,35696;4,35696;4,35609;;;
blocks;5;1024;512;1;2;0,96837;0,96837;0,954333;;;
blocks;5;1024;512;2;2;1,93328;1,9318;1,93328;;;
blocks;5;1024;512;5;2;4,82054;4,81737;4,82054;;;
blocks;5;1024;512;10;2;9,50569;9,50569;9,47966;;;
blocks;5;1024;1024;1;2;2,27637;2,26493;2,27637;;;
blocks;5;1024;1024;2;2;4,48246;4,48246;4,45553;;;
blocks;5;1024;1024;5;2;11,0107;10,9896;11,0107;;;
blocks;5;1024;1024;10;2;21,8878;21,8878;21,885;;;
blocks;1;32;32;1;4;0,0013028;0,0013028;;;;
blocks;1;32;32;2;4;0,0018442;0,0018442;;;;
blocks;1;32;32;5;4;0,0039501;0,0039501;;;;
blocks;1;32;32;10;4;0,0075076;0,0075076;;;;
blocks;1;32;64;1;4;0,001924;0,001924;;;;
blocks;1;32;64;2;4;0,0030993;0,0030993;;;;
blocks;1;32;64;5;4;0,0073352;0,0073352;;;;
blocks;1;32;64;10;4;0,0143328;0,0143328;;;;
blocks;1;32;256;1;4;0,0066055;0,0066055;;;;
blocks;1;32;256;2;4;0,0125316;0,0125316;;;;
blocks;1;32;256;5;4;0,0299365;0,0299365;;;;
blocks;1;32;256;10;4;0,0605113;0,0605113;;;;
blocks;1;32;512;1;4;0,0125759;0,0125759;;;;
blocks;1;32;512;2;4;0,0237755;0,0237755;;;;
blocks;1;32;512;5;4;0,0606523;0,0606523;;;;
blocks;1;32;512;10;4;0,12417;0,12417;;;;
blocks;1;32;1024;1;4;0,0241697;0,0241697;;;;
blocks;1;32;1024;2;4;0,0473718;0,0473718;;;;
blocks;1;32;1024;5;4;0,116753;0,116753;;;;
blocks;1;32;1024;10;4;0,230437;0,230437;;;;
blocks;1;64;32;1;4;0,001618;0,001618;;;;
blocks;1;64;32;2;4;0,0027282;0,0027282;;;;
blocks;1;64;32;5;4;0,0062401;0,0062401;;;;
blocks;1;64;32;10;4;0,0120288;0,0120288;;;;
blocks;1;64;64;1;4;0,0033778;0,0033778;;;;
blocks;1;64;64;2;4;0,0061951;0,0061951;;;;
blocks;1;64;64;5;4;0,014505;0,014505;;;;
blocks;1;64;64;10;4;0,0282269;0,0282269;;;;
blocks;1;64;256;1;4;0,0125453;0,0125453;;;;
blocks;1;64;256;2;4;0,0250383;0,0250383;;;;
blocks;1;64;256;5;4;0,0603239;0,0603239;;;;
blocks;1;64;256;10;4;0,120049;0,120049;;;;
blocks;1;64;512;1;4;0,0247573;0,0247573;;;;
blocks;1;64;512;2;4;0,0490606;0,0490606;;;;
blocks;1;64;512;5;4;0,121703;0,121703;;;;
blocks;1;64;512;10;4;0,245342;0,245342;;;;
blocks;1;64;1024;1;4;0,0490644;0,0490644;;;;
blocks;1;64;1024;2;4;0,0962687;0,0962687;;;;
blocks;1;64;1024;5;4;0,240147;0,240147;;;;
blocks;1;64;1024;10;4;0,477675;0,477675;;;;
blocks;1;256;32;1;4;0,0041935;0,0041935;;;;
blocks;1;256;32;2;4;0,0091462;0,0091462;;;;
blocks;1;256;32;5;4;0,0196638;0,0196638;;;;
blocks;1;256;32;10;4;0,0383326;0,0383326;;;;
blocks;1;256;64;1;4;0,0085482;0,0085482;;;;
blocks;1;256;64;2;4;0,0170496;0,0170496;;;;
blocks;1;256;64;5;4;0,0410011;0,0410011;;;;
blocks;1;256;64;10;4;0,0819335;0,0819335;;;;
blocks;1;256;256;1;4;0,0448066;0,0448066;;;;
blocks;1;256;256;2;4;0,0907027;0,0907027;;;;
blocks;1;256;256;5;4;0,225065;0,225065;;;;
blocks;1;256;256;10;4;0,450102;0,450102;;;;
blocks;1;256;512;1;4;0,0911209;0,0911209;;;;
blocks;1;256;512;2;4;0,179364;0,179364;;;;
blocks;1;256;512;5;4;0,444976;0,444976;;;;
blocks;1;256;512;10;4;0,906684;0,906684;;;;
blocks;1;256;1024;1;4;0,193296;0,193296;;;;
blocks;1;256;1024;2;4;0,393489;0,393489;;;;
blocks;1;256;1024;5;4;0,948255;0,948255;;;;
blocks;1;256;1024;10;4;1,90077;1,90077;;;;
blocks;1;512;32;1;4;0,0075803;0,0075803;;;;
blocks;1;512;32;2;4;0,0152169;0,0152169;;;;
blocks;1;512;32;5;4;0,0367195;0,0367195;;;;
blocks;1;512;32;10;4;0,073139;0,073139;;;;
blocks;1;512;64;1;4;0,0155471;0,0155471;;;;
blocks;1;512;64;2;4;0,0312175;0,0312175;;;;
blocks;1;512;64;5;4;0,0773321;0,0773321;;;;
blocks;1;512;64;10;4;0,155457;0,155457;;;;
blocks;1;512;256;1;4;0,0757228;0,0757228;;;;
blocks;1;512;256;2;4;0,153725;0,153725;;;;
blocks;1;512;256;5;4;0,371775;0,371775;;;;
blocks;1;512;256;10;4;0,749805;0,749805;;;;
blocks;1;512;512;1;4;0,182802;0,182802;;;;
blocks;1;512;512;2;4;0,364002;0,364002;;;;
blocks;1;512;512;5;4;0,896335;0,896335;;;;
blocks;1;512;512;10;4;1,81021;1,81021;;;;
blocks;1;512;1024;1;4;0,362698;0,362698;;;;
blocks;1;512;1024;2;4;0,716083;0,716083;;;;
blocks;1;512;1024;5;4;1,7846;1,7846;;;;
blocks;1;512;1024;10;4;3,56258;3,56258;;;;
blocks;1;1024;32;1;4;0,0126597;0,0126597;;;;
blocks;1;1024;32;2;4;0,0248702;0,0248702;;;;
blocks;1;1024;32;5;4;0,0617034;0,0617034;;;;
blocks;1;1024;32;10;4;0,119629;0,119629;;;;
blocks;1;1024;64;1;4;0,0299026;0,0299026;;;;
blocks;1;1024;64;2;4;0,0597412;0,0597412;;;;
blocks;1;1024;64;5;4;0,147057;0,147057;;;;
blocks;1;1024;64;10;4;0,295806;0,295806;;;;
blocks;1;1024;256;1;4;0,134752;0,134752;;;;
blocks;1;1024;256;2;4;0,266887;0,266887;;;;
blocks;1;1024;256;5;4;0,660666;0,660666;;;;
blocks;1;1024;256;10;4;1,33457;1,33457;;;;
blocks;1;1024;512;1;4;0,307817;0,307817;;;;
blocks;1;1024;512;2;4;0,607214;0,607214;;;;
blocks;1;1024;512;5;4;1,50036;1,50036;;;;
blocks;1;1024;512;10;4;2,99396;2,99396;;;;
blocks;1;1024;1024;1;4;0,737958;0,737958;;;;
blocks;1;1024;1024;2;4;1,46155;1,46155;;;;
blocks;1;1024;1024;5;4;3,57766;3,57766;;;;
blocks;1;1024;1024;10;4;7,20474;7,20474;;;;
blocks;2;32;32;1;4;0,0016379;0,0016379;0,0016041;;;
blocks;2;32;32;2;4;0,002876;0,002876;0,0028371;;;
blocks;2;32;32;5;4;0,0061626;0,0061543;0,0061626;;;
blocks;2;32;32;10;4;0,0118736;0,0118736;0,0116456;;;
blocks;2;32;64;1;4;0,0029041;0,0028969;0,0029041;;;
blocks;2;32;64;2;4;0,005345;0,0053371;0,005345;;;
blocks;2;32;64;5;4;0,0126477;0,0126089;0,0126477;;;
blocks;2;32;64;10;4;0,0249923;0,0249778;0,0249923;;;
blocks;2;32;256;1;4;0,0118463;0,0118463;0,0118258;;;
blocks;2;32;256;2;4;0,0229078;0,0229078;0,0227243;;;
blocks;2;32;256;5;4;0,0566158;0,0562453;0,0566158;;;
blocks;2;32;256;10;4;0,111675;0,1115;0,111675;;;
blocks;2;32;512;1;4;0,0236128;0,0236128;0,0235447;;;
blocks;2;32;512;2;4;0,0468075;0,0468075;0,0467415;;;
blocks;2;32;512;5;4;0,114804;0,114804;0,114683;;;
blocks;2;32;512;10;4;0,229325;0,229325;0,22896;;;
blocks;2;32;1024;1;4;0,0468006;0,0466173;0,0468006;;;
blocks;2;32;1024;2;4;0,0921355;0,0920338;0,0921355;;;
blocks;2;32;1024;5;4;0,231263;0,229806;0,231263;;;
blocks;2;32;1024;10;4;0,452399;0,452069;0,452399;;;
blocks;2;64;32;1;4;0,0024242;0,0024242;0,0024242;;;
blocks;2;64;32;2;4;0,0045603;0,0045603;0,0045566;;;
blocks;2;64;32;5;4;0,010926;0,010926;0,0108026;;;
blocks;2;64;32;10;4;0,0205868;0,0205868;0,020583;;;
blocks;2;64;64;1;4;0,0052095;0,0051963;0,0052095;;;
blocks;2;64;64;2;4;0,0098499;0,0098319;0,0098499;;;
blocks;2;64;64;5;4;0,0233973;0,0233939;0,0233973;;;
blocks;2;64;64;10;4;0,0481343;0,0481343;0,0480601;;;
blocks;2;64;256;1;4;0,0219416;0,0218982;0,0219416;;;
blocks;2;64;256;2;4;0,0434781;0,0434781;0,0434139;;;
blocks;2;64;256;5;4;0,108278;0,107938;0,108278;;;
blocks;2;64;256;10;4;0,212234;0,212203;0,212234;;;
blocks;2;64;512;1;4;0,046165;0,046165;0,0459986;;;
blocks;2;64;512;2;4;0,0910997;0,0910047;0,0910997;;;
blocks;2;64;512;5;4;0,226945;0,226945;0,226076;;;
blocks;2;64;512;10;4;0,451014;0,451014;0,450884;;;
blocks;2;64;1024;1;4;0,0944105;0,0929812;0,0944105;;;
blocks;2;64;1024;2;4;0,187589;0,187589;0,186432;;;
blocks;2;64;1024;5;4;0,461232;0,458443;0,461232;;;
blocks;2;64;1024;10;4;0,928603;0,928603;0,928537;;;
blocks;2;256;32;1;4;0,0079412;0,0079412;0,0079228;;;
blocks;2;256;32;2;4;0,015387;0,015387;0,0153262;;;
blocks;2;256;32;5;4;0,0371015;0,0370349;0,0371015;;;
blocks;2;256;32;10;4;0,0756456;0,0755952;0,0756456;;;
blocks;2;256;64;1;4;0,0159011;0,0159011;0,0158798;;;
blocks;2;256;64;2;4;0,0312979;0,031238;0,0312979;;;
blocks;2;256;64;5;4;0,0790254;0,0790254;0,0786939;;;
blocks;2;256;64;10;4;0,1599;0,1599;0,15963;;;
blocks;2;256;256;1;4;0,0786098;0,0785267;0,0786098;;;
blocks;2;256;256;2;4;0,152312;0,152312;0,152111;;;
blocks;2;256;256;5;4;0,390659;0,390659;0,39062;;;
blocks;2;256;256;10;4;0,777216;0,772373;0,777216;;;
blocks;2;256;512;1;4;0,161762;0,161762;0,161328;;;
blocks;2;256;512;2;4;0,3195;0,319182;0,3195;;;
blocks;2;256;512;5;4;0,813175;0,813175;0,812065;;;
blocks;2;256;512;10;4;1,61999;1,60918;1,61999;;;
blocks;2;256;1024;1;4;0,348128;0,348128;0,348113;;;
blocks;2;256;1024;2;4;0,706215;0,706215;0,70561;;;
blocks;2;256;1024;5;4;1,72125;1,72066;1,72125;;;
blocks;2;256;1024;10;4;3,47439;3,47439;3,47134;;;
blocks;2;512;32;1;4;0,0149148;0,0149148;0,014876;;;
blocks;2;512;32;2;4;0,0293526;0,0293526;0,0292754;;;
blocks;2;512;32;5;4;0,072994;0,072963;0,072994;;;
blocks;2;512;32;10;4;0,144401;0,144401;0,144215;;;
blocks;2;512;64;1;4;0,0330408;0,0303301;0,0330408;;;
blocks;2;512;64;2;4;0,0638561;0,0617317;0,0638561;;;
blocks;2;512;64;5;4;0,163553;0,152389;0,163553;;;
blocks;2;512;64;10;4;0,304249;0,304249;0,302159;;;
blocks;2;512;256;1;4;0,136132;0,136132;0,135789;;;
blocks;2;512;256;2;4;0,272069;0,272069;0,270941;;;
blocks;2;512;256;5;4;0,688153;0,688153;0,686333;;;
blocks;2;512;256;10;4;1,35356;1,35356;1,35087;;;
blocks;2;512;512;1;4;0,312991;0,311318;0,312991;;;
blocks;2;512;512;2;4;0,620013;0,618551;0,620013;;;
blocks;2;512;512;5;4;1,55374;1,55374;1,53415;;;
blocks;2;512;512;10;4;3,08861;3,08861;3,08524;;;
blocks;2;512;1024;1;4;0,649032;0,646822;0,649032;;;
blocks;2;512;1024;2;4;1,29337;1,29192;1,29337;;;
blocks;2;512;1024;5;4;3,23646;3,21999;3,23646;;;
blocks;2;512;1024;10;4;6,42212;6,42212;6,41072;;;
blocks;2;1024;32;1;4;0,0246698;0,0246698;0,0243395;;;
blocks;2;1024;32;2;4;0,047891;0,0478312;0,047891;;;
blocks;2;1024;32;5;4;0,122631;0,122368;0,122631;;;
blocks;2;1024;32;10;4;0,243283;0,243283;0,243206;;;
blocks;2;1024;64;1;4;0,059248;0,0591718;0,059248;;;
blocks;2;1024;64;2;4;0,120191;0,119888;0,120191;;;
blocks;2;1024;64;5;4;0,30191;0,301883;0,30191;;;
blocks;2;1024;64;10;4;0,580896;0,580896;0,580374;;;
blocks;2;1024;256;1;4;0,255401;0,255347;0,255401;;;
blocks;2;1024;256;2;4;0,507937;0,507937;0,507855;;;
blocks;2;1024;256;5;4;1,26163;1,26028;1,26163;;;
blocks;2;1024;256;10;4;2,53705;2,53138;2,53705;;;
blocks;2;1024;512;1;4;0,568691;0,564024;0,568691;;;
blocks;2;1024;512;2;4;1,09939;1,0991;1,09939;;;
blocks;2;1024;512;5;4;2,77228;2,76406;2,77228;;;
blocks;2;1024;512;10;4;5,50405;5,49543;5,50405;;;
blocks;2;1024;1024;1;4;1,26342;1,2522;1,26342;;;
blocks;2;1024;1024;2;4;2,50252;2,48674;2,50252;;;
blocks;2;1024;1024;5;4;6,23997;6,23997;6,22917;;;
blocks;2;1024;1024;10;4;12,4079;12,4079;12,4045;;;
blocks;5;32;32;1;4;0,0026955;0,0026518;0,0026382;0,002662;0,0026955;
blocks;5;32;32;2;4;0,0048987;0,0048673;0,0048879;0,0048816;0,0048987;
blocks;5;32;32;5;4;0,0113875;0,0113119;0,0112973;0,0113875;0,0113259;
blocks;5;32;32;10;4;0,0230748;0,0227586;0,0228699;0,0230748;0,0228162;
blocks;5;32;64;1;4;0,0051671;0,0051671;0,0051116;0,0050959;0,0051094;
blocks;5;32;64;2;4;0,009793;0,0097384;0,0096989;0,009681;0,009793;
blocks;5;32;64;5;4;0,0249355;0,0249355;0,0248352;0,0248021;0,0248457;
blocks;5;32;64;10;4;0,0479722;0,0478318;0,0478;0,0478963;0,0479722;
blocks;5;32;256;1;4;0,0201344;0,0200754;0,0200949;0,0200978;0,0201344;
blocks;5;32;256;2;4;0,0400523;0,0398573;0,0400523;0,039802;0,039855;
blocks;5;32;256;5;4;0,101804;0,101761;0,101777;0,101804;0,101666;
blocks;5;32;256;10;4;0,205379;0,202914;0,202418;0,205379;0,203371;
blocks;5;32;512;1;4;0,0413243;0,0412932;0,0412066;0,0413243;0,0412281;
blocks;5;32;512;2;4;0,080545;0,0802621;0,0801988;0,080545;0,0802942;
blocks;5;32;512;5;4;0,206616;0,206616;0,205098;0,205091;0,205287;
blocks;5;32;512;10;4;0,408278;0,404838;0,405107;0,408278;0,40341;
blocks;5;32;1024;1;4;0,0811793;0,0806446;0,0806893;0,0811793;0,0807124;
blocks;5;32;1024;2;4;0,16298;0,162208;0,162315;0,16298;0,16252;
blocks;5;32;1024;5;4;0,407438;0,405972;0,407438;0,405903;0,406219;
blocks;5;32;1024;10;4;0,808316;0,807917;0,807369;0,808316;0,807831;
blocks;5;64;32;1;4;0,0043349;0,0043349;0,0043247;0,0042047;0,004329;
blocks;5;64;32;2;4;0,0078448;0,0078014;0,0077577;0,0077672;0,0078448;
blocks;5;64;32;5;4;0,0196955;0,0196955;0,0195017;0,0194825;0,0195282;
blocks;5;64;32;10;4;0,039066;0,039066;0,0389376;0,0388933;0,0388969;
blocks;5;64;64;1;4;0,0098311;0,0098311;0,0093388;0,0092917;0,0092618;
blocks;5;64;64;2;4;0,0184816;0,0183748;0,0184382;0,0183759;0,0184816;
blocks;5;64;64;5;4;0,0468282;0,0467356;0,0468282;0,0467735;0,0467657;
blocks;5;64;64;10;4;0,0917848;0,0908563;0,0907739;0,0907031;0,0917848;
blocks;5;64;256;1;4;0,0405559;0,0404132;0,0405559;0,0403991;0,0403502;
blocks;5;64;256;2;4;0,080058;0,0798659;0,0798607;0,080058;0,0800257;
blocks;5;64;256;5;4;0,19685;0,196225;0,196655;0,19685;0,196392;
blocks;5;64;256;10;4;0,398109;0,393078;0,393346;0,398109;0,397928;
blocks;5;64;512;1;4;0,082725;0,082725;0,0822834;0,0823007;0,0826114;
blocks;5;64;512;2;4;0,163725;0,163725;0,163596;0,163707;0,163681;
blocks;5;64;512;5;4;0,40897;0,407661;0,40897;0,404766;0,404744;
blocks;5;64;512;10;4;0,826391;0,810427;0,809225;0,826391;0,808517;
blocks;5;64;1024;1;4;0,166941;0,166609;0,166552;0,166941;0,166476;
blocks;5;64;1024;2;4;0,331937;0,331918;0,330461;0,330411;0,331937;
blocks;5;64;1024;5;4;0,822395;0,821335;0,816177;0,81748;0,822395;
blocks;5;64;1024;10;4;1,66284;1,66089;1,65676;1,66083;1,66284;
blocks;5;256;32;1;4;0,0132502;0,0132502;0,0131906;0,013119;0,0131858;
blocks;5;256;32;2;4;0,0267606;0,0267491;0,0266829;0,0267606;0,0266703;
blocks;5;256;32;5;4;0,0664489;0,0661908;0,0664489;0,0661942;0,0661481;
blocks;5;256;32;10;4;0,133109;0,13236;0,133109;0,132756;0,132462;
blocks;5;256;64;1;4;0,0281213;0,0278591;0,0277864;0,0278063;0,0281213;
blocks;5;256;64;2;4;0,0572131;0,0572131;0,0570812;0,0570382;0,0571372;
blocks;5;256;64;5;4;0,144391;0,143992;0,144391;0,144019;0,143124;
blocks;5;256;64;10;4;0,28383;0,283454;0,28383;0,283657;0,283421;
blocks;5;256;256;1;4;0,147813;0,147608;0,147624;0,14767;0,147813;
blocks;5;256;256;2;4;0,298758;0,298758;0,294438;0,293474;0,296757;
blocks;5;256;256;5;4;0,72789;0,72789;0,727188;0,727519;0,727184;
blocks;5;256;256;10;4;1,47283;1,47283;1,46995;1,46708;1,46862;
blocks;5;256;512;1;4;0,322028;0,321627;0,321413;0,321816;0,322028;
blocks;5;256;512;2;4;0,643912;0,64306;0,643401;0,643912;0,642044;
blocks;5;256;512;5;4;1,60233;1,58887;1,60233;1,59958;1,59627;
blocks;5;256;512;10;4;3,2116;3,20841;3,20888;3,20474;3,2116;
blocks;5;256;1024;1;4;0,643956;0,641961;0,642091;0,643956;0,642948;
blocks;5;256;1024;2;4;1,3012;1,29956;1,29975;1,3012;1,29235;
blocks;5;256;1024;5;4;3,20286;3,19;3,20286;3,18121;3,18471;
blocks;5;256;1024;10;4;6,3785;6,37599;6,36374;6,3785;6,35635;
blocks;5;512;32;1;4;0,0247786;0,0247786;0,02472;0,0247243;0,0247086;
blocks;5;512;32;2;4;0,0498767;0,0495414;0,0497601;0,0498767;0,0495616;
blocks;5;512;32;5;4;0,125457;0,123202;0,125457;0,124174;0,122816;
blocks;5;512;32;10;4;0,264699;0,253262;0,245293;0,263456;0,264699;
blocks;5;512;64;1;4;0,0543746;0,0543414;0,0542963;0,0543746;0,0543526;
blocks;5;512;64;2;4;0,106353;0,105915;0,106198;0,106353;0,106144;
blocks;5;512;64;5;4;0,26519;0,264552;0,26519;0,264727;0,264762;
blocks;5;512;64;10;4;0,542238;0,539558;0,540617;0,542238;0,53986;
blocks;5;512;256;1;4;0,263238;0,261337;0,262049;0,263238;0,259777;
blocks;5;512;256;2;4;0,509026;0,505401;0,509026;0,508389;0,506763;
blocks;5;512;256;5;4;1,26013;1,26013;1,24997;1,25243;1,25792;
blocks;5;512;256;10;4;2,52319;2,51434;2,50925;2,52319;2,50552;
blocks;5;512;512;1;4;0,592608;0,592608;0,591014;0,591336;0,591386;
blocks;5;512;512;2;4;1,19052;1,18151;1,18651;1,19052;1,18143;
blocks;5;512;512;5;4;2,9546;2,91718;2,91567;2,9546;2,92474;
blocks;5;512;512;10;4;5,85014;5,85014;5,82583;5,82402;5,8466;
blocks;5;512;1024;1;4;1,30298;1,29684;1,29446;1,29508;1,30298;
blocks;5;512;1024;2;4;2,62274;2,56719;2,55459;2,62274;2,57569;
blocks;5;512;1024;5;4;6,3508;6,32486;6,33934;6,33974;6,3508;
blocks;5;512;1024;10;4;12,7003;12,7003;12,6452;12,6827;12,6244;
blocks;5;1024;32;1;4;0,0432104;0,0430239;0,0432104;0,0429785;0,0431185;
blocks;5;1024;32;2;4;0,0846238;0,0846238;0,0844052;0,0846106;0,084236;
blocks;5;1024;32;5;4;0,208674;0,208508;0,208176;0,207996;0,208674;
blocks;5;1024;32;10;4;0,429217;0,427158;0,429217;0,426058;0,427647;
blocks;5;1024;64;1;4;0,101813;0,101813;0,100326;0,100465;0,100595;
blocks;5;1024;64;2;4;0,197582;0,197582;0,196915;0,196996;0,196851;
blocks;5;1024;64;5;4;0,497131;0,497131;0,49484;0,494258;0,496255;
blocks;5;1024;64;10;4;0,993356;0,993356;0,981643;0,989472;0,984637;
blocks;5;1024;256;1;4;0,470403;0,470403;0,46905;0,469217;0,468044;
blocks;5;1024;256;2;4;0,955561;0,948199;0,955561;0,941293;0,954245;
blocks;5;1024;256;5;4;2,30525;2,29957;2,30525;2,29919;2,30449;
blocks;5;1024;256;10;4;4,59963;4,58022;4,57115;4,57946;4,59963;
blocks;5;1024;512;1;4;1,03723;1,03723;1,03355;1,03439;1,03499;
blocks;5;1024;512;2;4;2,09128;2,08985;2,0781;2,09128;2,07865;
blocks;5;1024;512;5;4;5,09402;5,07897;5,09402;5,05581;5,06286;
blocks;5;1024;512;10;4;10,0642;10,0642;10,0578;10,039;10,0375;
blocks;5;1024;1024;1;4;2,37267;2,37267;2,36614;2,36735;2,3612;
blocks;5;1024;1024;2;4;4,76136;4,73783;4,76136;4,72909;4,7261;
blocks;5;1024;1024;5;4;11,8224;11,7961;11,8224;11,7883;11,8062;
blocks;5;1024;1024;10;4;23,5082;23,3309;23,3723;23,5082;23,412;
blocks;1;32;32;1;8;0,0010546;0,0010546;;;;
blocks;1;32;32;2;8;0,0014375;0,0014375;;;;
blocks;1;32;32;5;8;0,0025078;0,0025078;;;;
blocks;1;32;32;10;8;0,0042678;0,0042678;;;;
blocks;1;32;64;1;8;0,0017743;0,0017743;;;;
blocks;1;32;64;2;8;0,003063;0,003063;;;;
blocks;1;32;64;5;8;0,0062468;0,0062468;;;;
blocks;1;32;64;10;8;0,0127084;0,0127084;;;;
blocks;1;32;256;1;8;0,0041867;0,0041867;;;;
blocks;1;32;256;2;8;0,0070254;0,0070254;;;;
blocks;1;32;256;5;8;0,0163708;0,0163708;;;;
blocks;1;32;256;10;8;0,0405084;0,0405084;;;;
blocks;1;32;512;1;8;0,0096216;0,0096216;;;;
blocks;1;32;512;2;8;0,0209618;0,0209618;;;;
blocks;1;32;512;5;8;0,0468217;0,0468217;;;;
blocks;1;32;512;10;8;0,0865064;0,0865064;;;;
blocks;1;32;1024;1;8;0,0194748;0,0194748;;;;
blocks;1;32;1024;2;8;0,0259781;0,0259781;;;;
blocks;1;32;1024;5;8;0,0972241;0,0972241;;;;
blocks;1;32;1024;10;8;0,15789;0,15789;;;;
blocks;1;64;32;1;8;0,0013672;0,0013672;;;;
blocks;1;64;32;2;8;0,0028289;0,0028289;;;;
blocks;1;64;32;5;8;0,0044562;0,0044562;;;;
blocks;1;64;32;10;8;0,0079839;0,0079839;;;;
blocks;1;64;64;1;8;0,0028985;0,0028985;;;;
blocks;1;64;64;2;8;0,0034513;0,0034513;;;;
blocks;1;64;64;5;8;0,0080322;0,0080322;;;;
blocks;1;64;64;10;8;0,0229993;0,0229993;;;;
blocks;1;64;256;1;8;0,0086022;0,0086022;;;;
blocks;1;64;256;2;8;0,0163123;0,0163123;;;;
blocks;1;64;256;5;8;0,0467901;0,0467901;;;;
blocks;1;64;256;10;8;0,0655779;0,0655779;;;;
blocks;1;64;512;1;8;0,0237587;0,0237587;;;;
blocks;1;64;512;2;8;0,0338891;0,0338891;;;;
blocks;1;64;512;5;8;0,0704802;0,0704802;;;;
blocks;1;64;512;10;8;0,166295;0,166295;;;;
blocks;1;64;1024;1;8;0,0284538;0,0284538;;;;
blocks;1;64;1024;2;8;0,0730703;0,0730703;;;;
blocks;1;64;1024;5;8;0,135061;0,135061;;;;
blocks;1;64;1024;10;8;0,269845;0,269845;;;;
blocks;1;256;32;1;8;0,0028382;0,0028382;;;;
blocks;1;256;32;2;8;0,0068823;0,0068823;;;;
blocks;1;256;32;5;8;0,0147996;0,0147996;;;;
blocks;1;256;32;10;8;0,0307184;0,0307184;;;;
blocks;1;256;64;1;8;0,0057433;0,0057433;;;;
blocks;1;256;64;2;8;0,0105516;0,0105516;;;;
blocks;1;256;64;5;8;0,0248927;0,0248927;;;;
blocks;1;256;64;10;8;0,0504225;0,0504225;;;;
blocks;1;256;256;1;8;0,0384741;0,0384741;;;;
blocks;1;256;256;2;8;0,0550742;0,0550742;;;;
blocks;1;256;256;5;8;0,141428;0,141428;;;;
blocks;1;256;256;10;8;0,24753;0,24753;;;;
blocks;1;256;512;1;8;0,0540696;0,0540696;;;;
blocks;1;256;512;2;8;0,106146;0,106146;;;;
blocks;1;256;512;5;8;0,279192;0,279192;;;;
blocks;1;256;512;10;8;0,543518;0,543518;;;;
blocks;1;256;1024;1;8;0,129662;0,129662;;;;
blocks;1;256;1024;2;8;0,23222;0,23222;;;;
blocks;1;256;1024;5;8;0,616382;0,616382;;;;
blocks;1;256;1024;10;8;1,06495;1,06495;;;;
blocks;1;512;32;1;8;0,0058164;0,0058164;;;;
blocks;1;512;32;2;8;0,0135755;0,0135755;;;;
blocks;1;512;32;5;8;0,0206992;0,0206992;;;;
blocks;1;512;32;10;8;0,0657617;0,0657617;;;;
